"_id",cam_id,entry_count,processed_timestamp,timestamp,video_file
5bb0d8354b5653920210b22b,193,1,2018-09-30T14:05:39.171Z,2018-09-30T06:07:39.000Z,2018-09-30T06-07-39.mp4
5bb0d95f4b5653920210dc27,194,2,2018-09-30T14:10:38.770Z,2018-09-30T06:07:01.000Z,2018-09-30T06-07-01.mp4
5bb0da944b565392021106d5,181,3,2018-09-30T14:21:06.122Z,2018-09-30T06:08:42.000Z,2018-09-30T06-08-42.mp4
5bb0e07a4b5653920219c417,183,1,2018-09-30T14:40:56.959Z,2018-09-30T06:15:00.000Z,2018-09-30T06-15-00.mp4
5bb0e4544b565392022cc286,191,3,2018-09-30T15:01:06.584Z,2018-09-30T06:06:42.000Z,2018-09-30T06-06-42.mp4
5bb0eac04b565392024bec51,195,4,2018-09-30T15:30:14.524Z,2018-09-30T06:06:14.000Z,2018-09-30T06-06-14.mp4
5bb0ee034b565392025bb9ca,181,9,2018-09-30T15:49:34.675Z,2018-09-30T06:15:00.000Z,2018-09-30T06-15-00.mp4
5bb0f19d4b565392026c1e22,183,4,2018-09-30T16:09:54.246Z,2018-09-30T06:30:00.000Z,2018-09-30T06-30-00.mp4
5bb0f74b4b56539202856444,188,2,2018-09-30T16:18:23.764Z,2018-09-30T06:11:05.000Z,2018-09-30T06-11-05.mp4
5bb0f97c4b565392028fdac3,191,6,2018-09-30T16:35:58.540Z,2018-09-30T06:15:00.000Z,2018-09-30T06-15-00.mp4
5bb1011c4b56539202b2228c,194,3,2018-09-30T17:05:25.236Z,2018-09-30T06:15:02.000Z,2018-09-30T06-15-02.mp4
5bb1034a4b56539202bb4b9c,195,2,2018-09-30T17:10:10.752Z,2018-09-30T06:13:41.000Z,2018-09-30T06-13-41.mp4
5bb105e04b56539202c6a2f8,189,1,2018-09-30T17:20:30.275Z,2018-09-30T06:15:01.000Z,2018-09-30T06-15-01.mp4
5bb107d64b56539202cff6b1,181,6,2018-09-30T17:41:02.167Z,2018-09-30T06:22:35.000Z,2018-09-30T06-22-35.mp4
5bb10d894b56539202e93358,183,5,2018-09-30T18:00:09.916Z,2018-09-30T06:45:00.000Z,2018-09-30T06-45-00.mp4
5bb115564b565392020c3b14,194,2,2018-09-30T18:26:37.398Z,2018-09-30T06:30:01.000Z,2018-09-30T06-30-01.mp4
5bb118644b56539202196c96,195,9,2018-09-30T18:49:36.426Z,2018-09-30T06:15:01.000Z,2018-09-30T06-15-01.mp4
5bb11d814b565392022f1950,189,2,2018-09-30T19:07:43.690Z,2018-09-30T06:30:00.000Z,2018-09-30T06-30-00.mp4
5bb120de4b565392023db1bf,181,6,2018-09-30T19:29:26.410Z,2018-09-30T06:30:00.000Z,2018-09-30T06-30-00.mp4
5bb1273d4b56539202595989,183,4,2018-09-30T19:55:33.116Z,2018-09-30T07:00:02.000Z,2018-09-30T07-00-02.mp4
5bb12cda4b5653920270dff5,184,1,2018-09-30T20:06:48.461Z,2018-09-30T06:16:12.000Z,2018-09-30T06-16-12.mp4
5bb131cf4b56539202865abd,188,2,2018-09-30T20:38:27.463Z,2018-09-30T06:15:00.000Z,2018-09-30T06-15-00.mp4
5bb136c54b565392029aba5b,191,5,2018-09-30T21:00:00.793Z,2018-09-30T06:30:00.000Z,2018-09-30T06-30-00.mp4
5bb13c624b56539202b3203a,193,2,2018-09-30T21:13:10.764Z,2018-09-30T07:00:00.000Z,2018-09-30T07-00-00.mp4
5bb13e594b56539202baecf6,194,3,2018-09-30T21:30:26.326Z,2018-09-30T06:45:03.000Z,2018-09-30T06-45-03.mp4
5bb1437b4b56539202d10b99,195,2,2018-09-30T21:52:48.247Z,2018-09-30T06:30:02.000Z,2018-09-30T06-30-02.mp4
5bb14b134b56539202f160c3,181,16,2018-09-30T22:42:03.891Z,2018-09-30T06:45:01.000Z,2018-09-30T06-45-01.mp4
5bb152a94b56539202128c9c,183,5,2018-09-30T23:04:42.150Z,2018-09-30T07:15:02.000Z,2018-09-30T07-15-02.mp4
5bb159924b56539202307bf2,184,4,2018-09-30T23:29:43.399Z,2018-09-30T06:30:01.000Z,2018-09-30T06-30-01.mp4
5bb1608f4b565392024ea1bb,188,1,2018-09-30T23:47:25.333Z,2018-09-30T06:30:00.000Z,2018-09-30T06-30-00.mp4
5bb163274b565392025a0d7e,191,3,2018-10-01T00:11:44.690Z,2018-09-30T06:45:02.000Z,2018-09-30T06-45-02.mp4
5bb16afe4b565392027b9d5e,194,5,2018-10-01T00:44:51.876Z,2018-09-30T07:00:00.000Z,2018-09-30T07-00-00.mp4
5bb170a34b56539202940210,189,1,2018-10-01T00:56:00.957Z,2018-09-30T07:00:01.000Z,2018-09-30T07-00-01.mp4
5bb173374b565392029ee3b8,181,14,2018-10-01T01:27:54.475Z,2018-09-30T07:00:00.000Z,2018-09-30T07-00-00.mp4
5bb179864b56539202b9b6ba,184,7,2018-10-01T01:47:54.876Z,2018-09-30T06:45:01.000Z,2018-09-30T06-45-01.mp4
5bb1809b4b56539202d7d815,188,3,2018-10-01T02:05:09.073Z,2018-09-30T06:45:01.000Z,2018-09-30T06-45-01.mp4
5bb1845e4b56539202e7e287,191,7,2018-10-01T02:38:56.172Z,2018-09-30T07:00:02.000Z,2018-09-30T07-00-02.mp4
5bb189d14b56539202ff3fb7,194,5,2018-10-01T02:50:45.175Z,2018-09-30T07:15:02.000Z,2018-09-30T07-15-02.mp4
5bb18d224b565392020d465c,195,26,2018-10-01T03:08:18.701Z,2018-09-30T06:46:02.000Z,2018-09-30T06-46-02.mp4
5bb193c54b56539202295426,181,2,2018-10-01T03:31:04.532Z,2018-09-30T07:15:00.000Z,2018-09-30T07-15-00.mp4
5bb196d04b565392023635cc,184,2,2018-10-01T03:50:19.828Z,2018-09-30T07:00:01.000Z,2018-09-30T07-00-01.mp4
5bb19e564b565392025765f5,188,1,2018-10-01T04:11:00.579Z,2018-09-30T07:00:01.000Z,2018-09-30T07-00-01.mp4
5bb1a2524b5653920269094e,191,6,2018-10-01T04:43:16.659Z,2018-09-30T07:15:02.000Z,2018-09-30T07-15-02.mp4
5bb1aa964b565392028d1b11,195,6,2018-10-01T05:10:28.444Z,2018-09-30T07:00:01.000Z,2018-09-30T07-00-01.mp4
5bb1ae604b565392029db407,181,6,2018-10-01T05:32:55.082Z,2018-09-30T07:20:00.000Z,2018-09-30T07-20-00.mp4
5bb1b4b24b56539202b9427f,183,6,2018-10-01T06:09:47.559Z,2018-09-30T08:15:01.000Z,2018-09-30T08-15-01.mp4
5bb1bb6f4b56539202d6cbff,184,3,2018-10-01T06:21:34.605Z,2018-09-30T07:15:01.000Z,2018-09-30T07-15-01.mp4
5bb1c9194b565392021235f6,195,2,2018-10-01T07:13:54.711Z,2018-09-30T07:13:02.000Z,2018-09-30T07-13-02.mp4
5bb1cb104b565392021a817b,189,1,2018-10-01T07:21:51.999Z,2018-09-30T08:18:59.000Z,2018-09-30T08-18-59.mp4
5bb1cd084b56539202230774,183,3,2018-10-01T07:51:06.076Z,2018-09-30T08:30:01.000Z,2018-09-30T08-30-01.mp4
5bb1d31c4b565392023d4d11,191,4,2018-10-01T08:03:16.924Z,2018-09-30T08:24:07.000Z,2018-09-30T08-24-07.mp4
5bb1d7424b565392024f3ef2,192,1,2018-10-01T08:13:54.347Z,2018-09-30T06:45:02.000Z,2018-09-30T06-45-02.mp4
5bb1dfee4b56539202743117,188,2,2018-10-01T08:50:55.071Z,2018-09-30T08:17:48.000Z,2018-09-30T08-17-48.mp4
5bb1e19c4b565392027b8259,191,11,2018-10-01T09:19:25.841Z,2018-09-30T08:30:00.000Z,2018-09-30T08-30-00.mp4
5bb1ec0a4b56539202a7a192,194,5,2018-10-01T09:43:51.317Z,2018-09-30T08:30:00.000Z,2018-09-30T08-30-00.mp4
5bb1f0ef4b56539202bc5685,191,9,2018-10-01T10:18:55.742Z,2018-09-30T08:45:00.000Z,2018-09-30T08-45-00.mp4
5bb1f6f04b56539202d5896f,192,1,2018-10-01T10:29:04.432Z,2018-09-30T07:00:02.000Z,2018-09-30T07-00-02.mp4
5bb1ff2e4b56539202f7a419,194,5,2018-10-01T11:17:58.638Z,2018-09-30T08:45:00.000Z,2018-09-30T08-45-00.mp4
5bb2072c4b56539202192f2c,181,1,2018-10-01T11:38:20.839Z,2018-09-30T08:13:46.000Z,2018-09-30T08-13-46.mp4
5bb20a554b565392021a7536,183,2,2018-10-01T11:59:02.367Z,2018-09-30T08:45:01.000Z,2018-09-30T08-45-01.mp4
5bb20f234b565392021a7f01,184,5,2018-10-01T12:18:22.348Z,2018-09-30T08:16:31.000Z,2018-09-30T08-16-31.mp4
5bb212364b565392021a876a,188,1,2018-10-01T12:25:26.195Z,2018-09-30T08:30:02.000Z,2018-09-30T08-30-02.mp4
