_id,cam_id,entry_count,timestamp
ObjectId(5ba9ecdff15cbb1dcd8c1b23),180,1,2018-09-25 08:07:59
ObjectId(5ba9ed0ef15cbb1dcd8c1b35),200,2,2018-09-25 08:08:46
ObjectId(5ba9ed11f15cbb1dcd8c1b36),201,3,2018-09-25 08:08:49
ObjectId(5ba9ed14f15cbb1dcd8c1b37),202,2,2018-09-25 08:08:52
ObjectId(5ba9ed17f15cbb1dcd8c1b38),203,3,2018-09-25 08:08:55
ObjectId(5ba9ee1ff15cbb1dcd8c1b9e),203,4,2018-09-25 08:13:19
ObjectId(5ba9ee24f15cbb1dcd8c1ba0),205,2,2018-09-25 08:13:24
ObjectId(5ba9eecdf15cbb1dcd8c1be6),169,1,2018-09-25 08:16:13
ObjectId(5ba9eecff15cbb1dcd8c1be7),170,3,2018-09-25 08:16:15
ObjectId(5ba9ef1af15cbb1dcd8c1c01),200,1,2018-09-25 08:17:30
ObjectId(5ba9ef1df15cbb1dcd8c1c02),201,3,2018-09-25 08:17:33
ObjectId(5ba9ef20f15cbb1dcd8c1c03),202,3,2018-09-25 08:17:36
ObjectId(5ba9ef23f15cbb1dcd8c1c04),203,6,2018-09-25 08:17:39
ObjectId(5ba9ef26f15cbb1dcd8c1c05),204,1,2018-09-25 08:17:42
ObjectId(5ba9ef32f15cbb1dcd8c1c0a),209,1,2018-09-25 08:17:54
ObjectId(5ba9efd1f15cbb1dcd8c1c4c),169,2,2018-09-25 08:20:33
ObjectId(5ba9efd9f15cbb1dcd8c1c4f),172,1,2018-09-25 08:20:41
ObjectId(5ba9f01ff15cbb1dcd8c1c67),200,1,2018-09-25 08:21:51
ObjectId(5ba9f022f15cbb1dcd8c1c68),201,1,2018-09-25 08:21:54
ObjectId(5ba9f024f15cbb1dcd8c1c69),202,2,2018-09-25 08:21:56
ObjectId(5ba9f027f15cbb1dcd8c1c6a),203,1,2018-09-25 08:21:59
ObjectId(5ba9f02af15cbb1dcd8c1c6b),204,1,2018-09-25 08:22:02
ObjectId(5ba9f036f15cbb1dcd8c1c70),209,1,2018-09-25 08:22:14
ObjectId(5ba9f0f5f15cbb1dcd8c1cbb),180,1,2018-09-25 08:25:25
ObjectId(5ba9f123f15cbb1dcd8c1ccd),200,1,2018-09-25 08:26:11
ObjectId(5ba9f12cf15cbb1dcd8c1cd0),203,2,2018-09-25 08:26:20
ObjectId(5ba9f12ff15cbb1dcd8c1cd1),204,1,2018-09-25 08:26:23
ObjectId(5ba9f136f15cbb1dcd8c1cd3),206,1,2018-09-25 08:26:30
ObjectId(5ba9f13ef15cbb1dcd8c1cd6),209,1,2018-09-25 08:26:38
ObjectId(5ba9f1faf15cbb1dcd8c1d20),179,1,2018-09-25 08:29:46
ObjectId(5ba9f254f15cbb1dcd8c1d33),200,1,2018-09-25 08:31:16
ObjectId(5ba9f259f15cbb1dcd8c1d34),201,2,2018-09-25 08:31:21
ObjectId(5ba9f39cf15cbb1dcd8c1d87),180,4,2018-09-25 08:36:44
ObjectId(5ba9f3e2f15cbb1dcd8c1d9a),201,1,2018-09-25 08:37:54
ObjectId(5ba9f3e6f15cbb1dcd8c1d9b),202,1,2018-09-25 08:37:58
ObjectId(5ba9f3eaf15cbb1dcd8c1d9c),203,5,2018-09-25 08:38:02
ObjectId(5ba9f52ef15cbb1dcd8c1dec),179,1,2018-09-25 08:43:26
ObjectId(5ba9f532f15cbb1dcd8c1ded),180,1,2018-09-25 08:43:30
ObjectId(5ba9f583f15cbb1dcd8c1e00),201,2,2018-09-25 08:44:51
ObjectId(5ba9f587f15cbb1dcd8c1e01),202,3,2018-09-25 08:44:55
ObjectId(5ba9f58bf15cbb1dcd8c1e02),203,2,2018-09-25 08:44:59
ObjectId(5ba9f58ff15cbb1dcd8c1e03),204,1,2018-09-25 08:45:03
ObjectId(5ba9f5a1f15cbb1dcd8c1e08),209,2,2018-09-25 08:45:21
ObjectId(5ba9f716f15cbb1dcd8c1e65),200,1,2018-09-25 08:51:34
ObjectId(5ba9f71af15cbb1dcd8c1e66),201,3,2018-09-25 08:51:38
ObjectId(5ba9f71ef15cbb1dcd8c1e67),202,2,2018-09-25 08:51:42
ObjectId(5ba9f725f15cbb1dcd8c1e69),204,1,2018-09-25 08:51:49
ObjectId(5ba9f731f15cbb1dcd8c1e6c),207,1,2018-09-25 08:52:01
ObjectId(5ba9f845f15cbb1dcd8c1eb8),179,2,2018-09-25 08:56:37
ObjectId(5ba9f849f15cbb1dcd8c1eb9),180,4,2018-09-25 08:56:41
ObjectId(5ba9f885f15cbb1dcd8c1ecb),200,1,2018-09-25 08:57:41
ObjectId(5ba9f889f15cbb1dcd8c1ecc),201,6,2018-09-25 08:57:45
ObjectId(5ba9f88df15cbb1dcd8c1ecd),202,6,2018-09-25 08:57:49
ObjectId(5ba9f893f15cbb1dcd8c1ecf),204,1,2018-09-25 08:57:55
ObjectId(5ba9f89cf15cbb1dcd8c1ed2),207,1,2018-09-25 08:58:04
ObjectId(5ba9f9b6f15cbb1dcd8c1f31),200,1,2018-09-25 09:02:46
ObjectId(5ba9f9b9f15cbb1dcd8c1f32),201,1,2018-09-25 09:02:49
ObjectId(5ba9f9bcf15cbb1dcd8c1f33),202,1,2018-09-25 09:02:52
ObjectId(5ba9f9bff15cbb1dcd8c1f34),203,1,2018-09-25 09:02:55
ObjectId(5ba9f9d2f15cbb1dcd8c1f3b),210,1,2018-09-25 09:03:14
ObjectId(5ba9fae1f15cbb1dcd8c1f98),201,3,2018-09-25 09:07:45
